Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
Oh you could see their hips bones its spine.,Oh you could see his hips every bone in his spine.,Oh you could see their hip bones in their spine.,49.093141565967066,0.8812115,Oh you could see their hip bones in its spine.,Oh you could see their hip bones its back.
Then i go off and worked couple companies and.,Then i went off and worked for a couple of companies and.,Then i went off and worked for a couple of companies and.,100.0,0.99999994,Then i went off and worked for a couple of companies and.,Then i went off and worked for a couple of companies and.
Frets come and spend week him and i said no.,A fret to come and spend a week with him and i said no.,Frets come and spend a week with him and i said no.,85.53178254113651,0.946005,Frets came and spent a week with him and i said no.,Frets came and spent a week with him and i said no.
She will get angry.,She will just get angry.,She will get angry.,64.44650938317935,0.9754406,She will get angry.,She will get angry.
Let me of here.,Let me out of here.,Let me of here.,63.24720641336293,0.9532976,Let me of here.,Let me out of here.
If you want to get drink water or something that.,If you want to get a drink of water or something like that.,If you want to get water or something like that.,79.06298404511905,0.96273994,If you want to get into a drink of water or something like that.,If you want to get into drinking water or something like that.
But you can not look star with microscope.,But you cannot look at the stars with a microscope.,But you can not look at the star with a microscope.,91.3976993531483,0.9622482,But you can not look at the star with a microscope.,But you can not look at a star with a microscope.
I can lead.,I can lead.,I can lead.,100.0,0.99999976,I can lead.,I can lead.
If i will make ceviche.,If not then i will make ceviche.,If i will make ceviche.,67.47300893421753,0.9083561,If i will make ceviche.,If i will not make ceviche.
I buy it.,When i bought it.,I bought it.,59.7508619183905,0.89768857,I bought it.,I bought it.
The decisions be made.,The decision was made easier.,The decision was made.,73.30076691916071,0.8688415,The decision was made.,The decision is made.
But it is one of the things that lot colleges use.,Yes but it is one of the things that a lot of colleges use.,But it is one of the things that a lot of colleges use.,92.06211742129497,0.98809683,But it is one of the things that a lot of college students use.,But it is one of the things that a lot of college students use.
I need to get caught my work.,I need to get caught up on my work.,I need to get caught up in my work.,85.15424403830202,0.9447415,I need to get caught up in my work.,I need to get caught up on my work.
Could i call while,Could i call right here while.,Could i call while while.,55.77298229030361,0.9519975,Could i call while i was out there.,Could i call while i was still here.
You do see them.,You did not see them.,You do not see them.,69.44094821813799,0.9410591,You do not see them.,You do not see them.
Yeah psychotherapist lisa.,Yeah psychotherapist lisa.,Yeah psychotherapist lisa.,100.0,1.0000004,Yeah psychotherapist lisa.,Yeah psychotherapist lisa.
See let us say that be.,See let us say that is approximately.,See let us say that is.,56.39398388130973,0.85793257,See let us say that is right.,See let us say that is not true.
You know cars.,You know about cars.,You know cars.,49.4315694573275,0.99077725,You know cars.,You know cars.
I do know i mean i have not.,I do not really know i mean i have not.,I do not know what i mean i have not.,61.170177776558724,0.9285687,I do not know what i mean i have not.,I do not know what i mean i have not.
Get some entertainment.,Get some entertainment.,Get some entertainment.,100.0,1.0000002,Get some entertainment.,Get some entertainment.
You are now standing one those diversion tunnels.,You are now standing in one of those old diversion tunnels.,You are now standing in one of those diversion tunnels.,89.17111941105894,0.96603703,You are now standing on one of those diversion tunnels.,You are now standing in one of these diversion tunnels.
Eight or ocho and uh huit in french thank you.,Eight or ocho in spanish and uh huit in french thank you very much.,Eight or ocho and uh huit in french thank you.,64.60930713151171,0.9747007,Eight or ocho and uh huit in french thank you.,Eight or ocho and uh huit in french thank you.
Which means you have go the workshop.,Which means you have to go through the workshop.,Which means you have to go to the workshop.,80.06551114419868,0.96394616,Which means you have to go to the workshop.,Which means you have to go to the workshop.
I do no.,No i did no.,I do not.,11.883225840281055,0.8125967,I do not.,I do not.
They have heard.,They had heard of each other.,They have heard.,30.979151335811473,0.8329534,They have heard.,They have heard that.
Well we would like have this option.,Well we would like to have that as an option.,Well we would like to have this option.,76.588028959407,0.97955966,Well we would like to have this option.,Well we would like to have that option.
Get into what i be get.,Get into what i am getting into.,Get into what i am getting.,82.05608177444094,0.965941,Get into what i am getting.,Get into what i am getting.
He rinse peroxide or something.,Maybe he rinsed with peroxide or something.,He rinsed out peroxide or something.,66.1787357971628,0.9482785,He rinsed out peroxide or something.,He rinsed off peroxide or something.
I do enjoy,I did not enjoy.,I do not enjoy.,66.0611941001057,0.94617736,I do not enjoy.,I do not enjoy this.
Yeah what happened.,Yeah what happened.,Yeah what happened.,100.0,0.99999976,Yeah what happened.,Yeah what happened.
I say well.,I says well.,I said well.,40.317460317460316,0.92166644,I said well.,I said well.
I have read books so i do know.,I have not read the book so i do not know.,I have read books so i do not know.,58.52372591599215,0.830318,I have not read any books so i do not know.,I have not read books so i do not know.
And i can always put  up tops.,And i can always put thoughse back up into the top.,And i can always put up tops.,43.50537219148327,0.8874056,And i can always put up a top.,And i can always put up the top.
From young ages i guess.,From a young age i guess.,From a young ages i guess.,83.65552863777805,0.98045087,From a young ages i guess.,From a young ages i guess.
We would make measurement.,We would make these measurements.,We would make a measurement.,66.66123080619816,0.9578249,We would make a measurement.,We would make a measurement.
Do holler that.,Do not holler like that.,Do not holler that.,64.44650938317935,0.95922655,Do not holler that.,Do not holler at that.
You can use this your muffins.,You can use this for your muffins.,You can use this in your muffins.,78.49596597143355,0.9850873,You can use this in your muffins.,You can use this in your muffins.
Meg be lead.,Meg is lead otter.,Meg is lead.,56.77340763016747,0.9008746,Meg is lead.,Meg is lead.
It is they have been defined.,It is often when they have been defined.,It is not they have been defined.,66.58051248783727,0.84384763,It is they have been defined.,It is not that they have been defined.
